27-Co-59(n,&gamma;) ENDF/B-VII.1
58510.6,0.00269375
58581.8,0.0030882
58673.3,0.00385975
58734.4,0.004618
58785.3,0.00550482
58832.1,0.00663126
58859.4,0.00765834
58875.7,0.00869534
58884.6,0.00969181
58889.7,0.0106887
58893.1,0.0118787
58895.4,0.0133369
58897.1,0.0152797
58898.6,0.0178817
58899.8,0.0209811
58901.0,0.0253959
58902.2,0.0316245
58903.4,0.0402814
58904.5,0.050647
58905.7,0.0659226
58906.9,0.08584
58908.2,0.115192
58909.7,0.157449
58911.7,0.223991
58917.4,0.463308
58919.7,0.53295
58921.8,0.558396
58922.0,0.558527
58924.1,0.537415
58926.0,0.486372
58929.1,0.35915
58932.4,0.220806
58934.3,0.158267
58935.7,0.119117
58937.1,0.0882993
58938.3,0.0679427
58939.5,0.0524032
58940.7,0.0408315
58941.9,0.0323696
58943.2,0.0263791
58944.4,0.0222118
58945.8,0.0189688
58947.5,0.0166645
58949.5,0.0150181
58951.9,0.0139751
58956.8,0.0130763
58966.6,0.0126273
58981.9,0.0129332
59012.4,0.0146141
59053.7,0.0180507
59100.7,0.0233099
59184.3,0.0347526
59219.2,0.0381986
59247.0,0.0391845
59274.9,0.0382777
59318.4,0.0338004
59408.1,0.0216865
59455.2,0.016829
59502.2,0.0132417
59547.9,0.010725
59593.6,0.00891456
59645.9,0.00747444
59698.1,0.00653871
59750.4,0.00602014
59789.5,0.00589912
59832.0,0.00609046
59872.3,0.00670776
59905.0,0.00771982
59927.9,0.00887502
59950.9,0.0106685
59969.4,0.0128485
59985.7,0.0156079
60000.2,0.0191032
60014.1,0.0238374
60025.9,0.0294297
60037.5,0.0367666
60051.0,0.0481704
60079.3,0.0779543
60089.7,0.083978
60093.7,0.084505
60103.0,0.0815778
60114.3,0.0717764
60138.3,0.0460601
60150.3,0.0360514
60161.9,0.0287111
60173.5,0.0232178
60187.4,0.0184048
60201.3,0.0149412
60217.5,0.0120376
60236.1,0.00969876
60255.8,0.00794695
60279.0,0.00649668
60305.6,0.00533943
60333.4,0.00449664
60368.2,0.00376451
60404.2,0.003249
60444.7,0.00286201
60481.8,0.00265624
60502.7,0.00261561
60523.6,0.00268687
60537.5,0.00284515
60547.9,0.00311104
60554.9,0.00343507
60560.4,0.00385947
60564.4,0.00435498
60568.0,0.0050501
60570.5,0.005872
60572.0,0.00662737
60573.6,0.00773065
60575.0,0.00930222
60576.3,0.0113919
60577.4,0.0138472
60578.5,0.0172005
60579.6,0.0217492
60580.7,0.027854
60581.8,0.0365547
60583.0,0.0480686
60584.1,0.0629823
60585.4,0.0845065
60586.8,0.113326
60588.6,0.159085
60591.0,0.238114
60595.3,0.390814
60597.7,0.449131
60599.8,0.470323
60600.0,0.470473
60602.1,0.452532
60604.4,0.39809
60608.7,0.248814
60611.2,0.165426
60612.9,0.118697
60614.4,0.0875986
60615.7,0.0649036
60616.9,0.0486934
60618.0,0.0377159
60619.1,0.0292365
60620.1,0.0230613
60621.2,0.0183695
60622.2,0.0148417
60623.2,0.012208
60624.4,0.0099217
60625.7,0.00831568
60627.0,0.00709739
60628.8,0.00600154
60630.6,0.00527808
60633.5,0.00452718
60637.1,0.00393389
60641.9,0.00342139
60648.1,0.00300582
60654.2,0.00273413
60666.6,0.00240626
60678.9,0.0022197
60698.2,0.00205343
60731.4,0.00192069
60799.5,0.00184597
60870.8,0.00191549
60918.3,0.00203325
60977.7,0.0022906
61025.2,0.00261811
61069.3,0.00305917
61111.9,0.00371522
61144.4,0.00445406
61175.4,0.00546766
61202.4,0.00675093
61225.7,0.00832141
61245.0,0.0101489
61262.7,0.0124154
61278.8,0.0152978
61291.2,0.0184105
61299.7,0.0214603
61303.0,0.0233231
61305.6,0.0260109
61307.8,0.0298561
61309.4,0.0345255
61310.9,0.0410834
61312.5,0.0508347
61314.0,0.0645046
61315.6,0.0828656
61317.4,0.110124
61319.8,0.157671
61324.4,0.255502
61326.9,0.293291
61329.1,0.305571
61331.4,0.293437
61334.1,0.253249
61339.5,0.144968
61341.6,0.1125
61343.5,0.0908293
61345.3,0.0760969
61347.2,0.0671416
61349.4,0.061978
61351.6,0.0607601
61356.1,0.0641222
61364.5,0.0775318
61375.9,0.101918
61395.1,0.148239
61402.7,0.159812
61408.6,0.162712
61416.5,0.157134
61426.0,0.138998
61446.9,0.0882122
61458.2,0.0668124
61468.1,0.0528085
61478.7,0.0416403
61489.1,0.0335927
61501.5,0.026588
61513.6,0.0215919
61527.7,0.017343
61543.5,0.0139077
61559.8,0.0113412
61579.6,0.00909771
61600.4,0.00741096
61624.6,0.00600035
61652.3,0.00485603
61680.0,0.00403806
61715.6,0.0032858
61755.1,0.00270498
61794.7,0.00229883
61834.3,0.00201603
61875.8,0.00184207
61889.7,0.00182401
61909.3,0.00187951
61919.1,0.00197428
61929.0,0.00218864
61933.9,0.0023892
61938.0,0.00265839
61941.3,0.00302554
61943.4,0.00345123
61945.1,0.00400348
61946.5,0.00469999
61947.7,0.00561207
61948.7,0.00672879
61949.7,0.00828246
61950.7,0.0104328
61951.8,0.0133834
61952.8,0.0173855
61953.7,0.0222773
61954.7,0.0284756
61955.7,0.0378199
61956.8,0.0498844
61958.0,0.0669386
61959.4,0.0920561
61960.9,0.126366
61962.8,0.181246
61968.4,0.367587
61970.8,0.421864
61972.9,0.440123
61973.0,0.440131
61975.1,0.424305
61977.1,0.380272
61980.3,0.277785
61983.5,0.171134
61985.3,0.120666
61986.8,0.0876448
61988.2,0.0635977
61989.4,0.0472183
61990.4,0.0362192
61991.4,0.0276131
61992.5,0.0210043
61993.5,0.0160152
61994.4,0.0127103
61995.4,0.00988091
61996.5,0.00782592
61997.5,0.00634509
61998.6,0.00517253
61999.9,0.00429064
62001.2,0.0036994
62002.8,0.00322742
62004.8,0.00282715
62007.4,0.00251241
62011.5,0.00219708
62016.6,0.00194806
62025.3,0.001695
62035.2,0.00152617
62051.7,0.0013674
62071.4,0.00125834
62103.3,0.00115685
62162.7,0.00105765
62245.0,0.00101511
62285.6,0.00103814
62312.7,0.00108814
62339.8,0.00119917
62356.4,0.00133544
62368.7,0.00151122
62377.9,0.00172665
62385.3,0.00199621
62391.5,0.00234099
62396.4,0.00275767
62400.7,0.00330964
62403.8,0.00390278
62406.2,0.0046049
62408.4,0.00552985
62410.0,0.00655752
62411.4,0.00780734
62412.8,0.00957159
62413.9,0.0116029
62415.2,0.0145491
62416.4,0.0185743
62417.6,0.024019
62418.8,0.0312773
62420.0,0.0399772
62421.3,0.0526057
62422.8,0.0715864
62424.5,0.0993869
62426.6,0.142307
62432.3,0.273789
62434.7,0.313689
62437.0,0.326841
62439.1,0.31574
62441.4,0.280008
62445.1,0.195303
62448.2,0.125227
62450.0,0.0908793
62451.5,0.0672091
62453.0,0.0499636
62454.3,0.0378116
62455.5,0.0293477
62456.7,0.0225764
62457.9,0.0175174
62459.2,0.0137886
62460.4,0.0110643
62461.8,0.00887364
62463.2,0.00733382
62464.8,0.00608608
62466.4,0.00522044
62468.8,0.00434581
62471.9,0.00362644
62475.4,0.00310029
62480.4,0.00260249
62486.5,0.00221821
62494.2,0.00192682
62503.5,0.00172768
62513.3,0.00162043
62523.1,0.00158919
62533.9,0.00164116
62541.1,0.00174815
62546.5,0.00189829
62551.0,0.00212089
62554.0,0.00239311
62556.0,0.00273668
62557.4,0.00311164
62558.8,0.003693
62560.0,0.0044703
62561.0,0.00543465
62562.1,0.00678825
62563.0,0.00851703
62564.0,0.0109142
62565.0,0.0141276
62566.0,0.0183734
62567.0,0.0238976
62568.1,0.0317657
62569.2,0.0429005
62570.5,0.0577868
62571.8,0.0784762
62573.5,0.111095
62575.8,0.164242
62580.0,0.275598
62582.3,0.320272
62584.5,0.339872
62585.0,0.3407
62587.0,0.329478
62588.9,0.29804
62592.1,0.221186
62595.4,0.134373
62597.2,0.0960207
62598.7,0.0700449
62600.0,0.0514371
62601.2,0.0384277
62602.2,0.0294624
62603.2,0.0225824
62604.2,0.0173722
62605.2,0.0133825
62606.2,0.0103735
62607.2,0.00813577
62608.2,0.0064913
62609.0,0.00542417
62610.0,0.00452326
62611.0,0.00387421
62612.1,0.00337885
62613.5,0.00293419
62615.2,0.00258994
62617.3,0.00234326
62620.8,0.00211171
62625.1,0.00195517
62633.5,0.00179921
62646.1,0.00173624
62660.2,0.00178638
62674.4,0.00193218
62687.8,0.00217748
62699.6,0.00253232
62709.4,0.00300423
62717.3,0.00359078
62723.2,0.00424612
62728.1,0.0050335
62732.8,0.00614189
62736.4,0.0073662
62739.3,0.00885016
62741.5,0.0104129
62743.5,0.0124383
62745.2,0.0149905
62746.7,0.0180905
62748.1,0.0224577
62749.4,0.0277077
62750.8,0.035151
62752.1,0.0453053
62753.3,0.0582887
62754.5,0.0739443
62755.9,0.0982075
62757.5,0.132308
62759.2,0.182746
62761.3,0.255489
62767.3,0.502271
62769.7,0.571351
62772.0,0.594271
62774.3,0.571099
62776.7,0.501827
62783.3,0.231226
62785.3,0.164343
62786.9,0.122587
62788.3,0.0936389
62789.7,0.0705072
62791.1,0.0537284
62792.3,0.0421949
62793.5,0.0334905
62794.8,0.0269841
62796.2,0.0215628
62797.7,0.0174211
62799.2,0.0146049
62800.9,0.0122183
62803.0,0.0102949
62805.4,0.00877193
62808.5,0.00736139
62812.8,0.00609278
62818.0,0.00510371
62824.1,0.00435049
62830.7,0.00383036
62837.3,0.00349171
62846.1,0.00320798
62854.9,0.00304398
62872.5,0.00293499
62896.0,0.00306975
62919.5,0.00343101
62941.5,0.00398211
62963.4,0.00480523
62982.3,0.00582962
62999.7,0.00718711
63014.0,0.00874747
63027.4,0.0107973
63040.0,0.0134786
63050.7,0.0166622
63060.7,0.0208292
63069.8,0.0261063
63077.5,0.0322402
63084.5,0.0398631
63091.1,0.0494349
63098.2,0.0633886
63104.5,0.0800665
63111.7,0.105195
63126.0,0.165986
63131.0,0.182169
63137.0,0.189957
63142.0,0.18476
63149.1,0.162594
63164.0,0.0991049
63170.8,0.0766442
63177.1,0.0607645
63184.2,0.0475049
63191.2,0.0378447
63198.8,0.0303115
63207.5,0.0239737
63216.3,0.0194008
63226.4,0.0156004
63237.7,0.0125228
63248.9,0.0102814
63263.2,0.00823049
63279.5,0.00657398
63295.7,0.0053967
63315.5,0.00436271
63336.2,0.00358311
63361.3,0.00290762
63388.2,0.00239249
63422.1,0.00193893
63456.0,0.00162079
63493.7,0.00136916
63540.7,0.00114613
63597.2,9.65351E-4
63663.1,8.30055E-4
63719.6,7.64255E-4
63750.9,7.50186E-4
63790.1,7.79615E-4
63805.8,8.21339E-4
63823.1,9.15239E-4
63834.9,0.00103728
63841.9,0.00115715
63849.0,0.0013398
63854.3,0.00154741
63859.2,0.0018361
63863.1,0.00218886
63866.1,0.00259337
63868.1,0.00299808
63869.8,0.00352034
63871.3,0.00417943
63872.6,0.00496744
63873.8,0.00608457
63874.9,0.00749593
63876.0,0.00932832
63877.1,0.0118956
63878.2,0.0153751
63879.3,0.0200371
63880.4,0.0264621
63881.6,0.0352633
63882.8,0.0466713
63884.0,0.0620762
63885.6,0.0857634
63887.3,0.121025
63889.8,0.182398
63894.2,0.296631
63896.6,0.342364
63898.8,0.35915
63899.0,0.359256
63901.2,0.345988
63903.2,0.310568
63906.6,0.226152
63909.9,0.138312
63911.9,0.0964887
63913.4,0.0705523
63914.7,0.0522683
63915.9,0.0396496
63917.1,0.0298165
63918.3,0.0224571
63919.3,0.0176235
63920.2,0.0138911
63921.2,0.0110405
63922.2,0.00888125
63923.2,0.00725552
63924.4,0.00583865
63925.6,0.00482832
63927.0,0.00398136
63928.7,0.00331675
63930.3,0.00286379
63932.8,0.00240936
63936.1,0.00201095
63940.1,0.00169329
63944.8,0.00143641
63950.5,0.00122702
63957.3,0.00105775
63967.0,9.02843E-4
63979.3,7.81746E-4
63994.0,6.93187E-4
64013.2,6.23745E-4
64041.6,5.64139E-4
64084.9,5.15256E-4
64172.0,4.68387E-4
64261.1,4.543E-4
64305.6,4.62078E-4
64357.1,5.00194E-4
64378.0,5.39476E-4
64395.4,5.98307E-4
64409.4,6.79892E-4
64419.8,7.80823E-4
64428.5,9.1426E-4
64435.5,0.00108036
64440.7,0.0012662
64445.1,0.00148959
64449.0,0.00178208
64452.3,0.00214762
64454.5,0.00253124
64456.5,0.0030207
64458.1,0.00362971
64459.5,0.00435016
64460.8,0.00538001
64461.9,0.00662095
64463.1,0.00832632
64464.2,0.0106614
64465.3,0.0136596
64466.4,0.017629
64467.5,0.0228142
64468.7,0.0302377
64470.0,0.0408011
64471.4,0.0556232
64472.9,0.0759344
64474.9,0.107953
64477.9,0.17134
64481.6,0.246878
64484.1,0.279362
64486.1,0.2881
64488.2,0.277865
64490.4,0.248535
64493.8,0.179138
64497.0,0.112004
64498.9,0.0802127
64500.4,0.0594481
64501.8,0.0437871
64503.1,0.0325403
64504.3,0.0244264
64505.4,0.018875
64506.5,0.0146077
64507.5,0.011657
64508.6,0.00905558
64509.8,0.00715111
64510.9,0.00576428
64512.0,0.00475433
64513.2,0.00398483
64514.7,0.00331638
64516.4,0.00278324
64518.4,0.00236802
64520.8,0.00201217
64523.9,0.00170646
64527.7,0.00144079
64533.0,0.00118964
64538.7,0.00101139
64545.8,8.61464E-4
64552.8,7.59314E-4
64564.2,6.51941E-4
64578.3,5.70546E-4
64595.3,5.11903E-4
64622.4,4.60387E-4
64658.1,4.25179E-4
64712.4,4.0001E-4
64766.8,3.86525E-4
64911.7,3.76273E-4
65097.9,3.87909E-4
65160.0,3.95912E-4
65284.1,4.29279E-4
65361.7,4.7254E-4
65422.4,5.30584E-4
65457.9,5.9234E-4
65486.2,6.71896E-4
65511.0,7.85158E-4
65526.1,8.91561E-4
65541.8,0.00105581
65553.0,0.00123067
65564.0,0.00148395
65573.1,0.00179825
65580.2,0.00215142
65586.7,0.00261643
65592.3,0.00318944
65597.2,0.00390166
65601.1,0.00471755
65604.6,0.00576672
65607.4,0.00695338
65609.8,0.00836866
65611.5,0.00988531
65613.4,0.0121658
65614.9,0.0147845
65616.4,0.0184824
65617.7,0.0231437
65619.1,0.0295718
65620.3,0.0372664
65621.5,0.0473629
65622.8,0.0625565
65624.1,0.0816158
65625.6,0.108579
65627.2,0.148058
65629.1,0.204601
65631.7,0.303218
65636.2,0.480717
65638.5,0.544655
65640.9,0.570763
65641.1,0.570899
65643.2,0.552709
65645.7,0.487678
65649.7,0.334379
65652.7,0.218102
65654.7,0.153782
65656.3,0.114731
65657.6,0.0880675
65658.9,0.0675935
65660.2,0.0521498
65661.5,0.0403452
65662.7,0.0314639
65664.1,0.0245712
65665.3,0.0199132
65666.7,0.016019
65668.3,0.0129229
65669.9,0.0106781
65671.8,0.00887958
65674.1,0.00732606
65676.4,0.00622874
65679.9,0.00506811
65684.1,0.00411529
65688.6,0.0034019
65693.6,0.00283444
65699.6,0.00235563
65706.8,0.00196556
65714.5,0.00167178
65725.4,0.00139334
65737.2,0.00119632
65750.3,0.00105436
65763.4,9.62112E-4
65789.5,8.52309E-4
65813.1,8.04077E-4
65857.9,7.80125E-4
65905.6,8.07985E-4
65953.4,8.77868E-4
66001.1,9.90517E-4
66048.9,0.00116021
66088.7,0.00136638
66126.5,0.00164731
66161.3,0.00202045
66189.2,0.00244792
66213.5,0.00296774
66236.4,0.00364721
66256.3,0.00447187
66275.0,0.00554988
66290.6,0.00680397
66306.6,0.00858023
66320.5,0.0107695
66333.4,0.0136176
66343.9,0.0167676
66355.1,0.0213666
66365.0,0.0269289
66375.4,0.0346788
66387.9,0.0469346
66405.1,0.0651631
66414.3,0.070955
66418.2,0.0716476
66425.3,0.0698902
66435.0,0.062365
66456.8,0.0391022
66468.0,0.0297197
66477.9,0.0234555
66488.1,0.0186675
66498.6,0.0150312
66510.5,0.0119838
66522.7,0.00971356
66536.6,0.00781992
66552.3,0.00628493
66570.2,0.00503391
66590.1,0.00404891
66613.2,0.00324426
66639.1,0.00261596
66668.7,0.00211517
66703.5,0.00171174
66741.3,0.00140954
66781.1,0.0011876
66828.9,0.00100234
66876.6,8.73179E-4
66940.3,7.55967E-4
67011.9,6.7188E-4
67091.5,6.18901E-4
67151.2,6.05579E-4
67210.9,6.32569E-4
67240.7,6.80716E-4
67263.1,7.5608E-4
67279.3,8.51832E-4
67292.4,9.86301E-4
67301.1,0.00112649
67309.1,0.00132357
67315.4,0.0015512
67320.3,0.00181264
67325.3,0.00219168
67328.8,0.00257336
67331.6,0.0029996
67334.0,0.0035294
67336.1,0.00419629
67337.7,0.00495831
67339.2,0.00600349
67340.5,0.00725111
67341.8,0.00901022
67342.9,0.0112141
67344.1,0.0142291
67345.2,0.0182772
67346.3,0.0234839
67347.4,0.0303159
67348.5,0.039152
67349.7,0.0516539
67350.9,0.0674499
67352.2,0.089062
67353.8,0.121548
67355.7,0.17095
67359.0,0.273361
67362.0,0.370377
67364.5,0.426274
67366.8,0.44662
67367.0,0.446767
67369.3,0.429601
67371.5,0.382111
67375.4,0.261776
67378.3,0.170888
67380.3,0.120504
67381.8,0.0890312
67383.1,0.0666284
67384.4,0.0506873
67385.6,0.0382441
67386.8,0.0289288
67387.9,0.0221879
67389.1,0.017122
67390.2,0.0133614
67391.3,0.0105945
67392.4,0.00865067
67393.7,0.00696419
67395.0,0.00577375
67396.6,0.00480186
67398.3,0.00403993
67400.6,0.00336861
67403.5,0.00279865
67406.8,0.00236651
67410.7,0.00200096
67415.6,0.00168137
67421.5,0.00141787
67428.1,0.00121393
67437.3,0.0010253
67446.6,9.00977E-4
67459.4,7.87745E-4
67475.9,6.98427E-4
67497.8,6.28866E-4
67541.6,5.61942E-4
67585.5,5.32585E-4
67658.6,5.16984E-4
67733.7,5.26709E-4
67796.3,5.56236E-4
67849.0,6.11199E-4
67879.4,6.71816E-4
67901.3,7.44999E-4
67921.4,8.53671E-4
67938.1,0.00100262
67951.2,0.00119054
67962.0,0.00143136
67969.6,0.0016884
67976.6,0.00202705
67982.5,0.00243911
67987.4,0.00292907
67991.5,0.00351102
67995.3,0.00427024
67998.4,0.00519544
68000.8,0.00625744
68002.8,0.00750278
68004.5,0.00909199
68006.0,0.0110536
68007.3,0.0134763
68008.5,0.016628
68009.7,0.0209364
68010.9,0.0268084
68012.1,0.034226
68013.3,0.0449965
68014.6,0.0592634
68015.8,0.077795
68017.1,0.10132
68018.6,0.135884
68020.3,0.186748
68022.6,0.270925
68028.2,0.50459
68030.8,0.57644
68033.0,0.598083
68035.2,0.577458
68037.5,0.514282
68041.3,0.360363
68044.4,0.231873
68046.4,0.164706
68048.1,0.119755
68049.5,0.0894198
68050.9,0.0669384
68052.1,0.0508735
68053.4,0.0386443
68054.6,0.0299403
68055.8,0.02325
68057.0,0.0183263
68058.2,0.0147217
68059.6,0.0117685
68061.0,0.00964028
68062.7,0.00791037
68064.4,0.00670436
68066.5,0.00564296
68069.3,0.00467029
68072.6,0.00386898
68076.3,0.00325452
68081.3,0.00265794
68087.1,0.00218417
68093.8,0.00181531
68101.4,0.00153141
68108.9,0.00133246
68119.5,0.00113936
68132.8,9.82125E-4
68151.3,8.47855E-4
68172.3,7.58991E-4
68193.2,7.05114E-4
68235.0,6.49997E-4
68290.8,6.26277E-4
68318.7,6.22157E-4
68402.4,6.40875E-4
68469.3,6.8223E-4
68527.8,7.3839E-4
68576.5,8.2933E-4
68605.0,9.20541E-4
68626.9,0.00105059
68639.3,0.00117671
68650.3,0.0013551
68658.1,0.00156033
68664.7,0.00183729
68669.1,0.00211997
68672.6,0.00245833
68675.2,0.00284386
68677.4,0.00332716
68679.0,0.00387405
68680.3,0.00453104
68681.7,0.00547025
68682.9,0.00666939
68684.0,0.00818825
68685.2,0.010435
68686.2,0.0130261
68687.2,0.0164056
68688.4,0.0216016
68689.6,0.0281521
68690.7,0.0367565
68692.1,0.0491537
68693.5,0.0667574
68695.1,0.0911303
68697.1,0.127478
68703.2,0.261333
68705.6,0.297077
68707.9,0.310058
68708.0,0.310075
68710.2,0.298676
68712.4,0.268411
68715.8,0.196231
68719.3,0.120852
68721.2,0.0855783
68722.8,0.0626662
68724.3,0.04599
68725.6,0.0343379
68726.8,0.0261564
68728.0,0.0198861
68729.2,0.0151733
68730.3,0.0117521
68731.4,0.00937742
68732.5,0.00761809
68733.8,0.00620074
68735.0,0.00519251
68736.4,0.00435396
68738.3,0.00366642
68740.1,0.00321742
68742.6,0.00282985
68746.4,0.00247245
68751.4,0.0021899
68757.6,0.00198732
68766.9,0.00184121
68776.2,0.00179934
68788.3,0.00184131
68803.5,0.00200882
68818.6,0.00231171
68831.2,0.0027091
68842.6,0.00324893
68851.9,0.00389229
68860.1,0.00469582
68867.0,0.00566766
68873.6,0.00694995
68879.4,0.00860524
68884.1,0.0104676
68888.0,0.0126323
68891.9,0.0156816
68895.1,0.0192131
68897.9,0.0236525
68900.2,0.0288952
68902.2,0.0349869
68904.0,0.0429077
68905.9,0.0537737
68907.8,0.0687192
68909.4,0.0867919
68911.3,0.114148
68913.2,0.149164
68915.4,0.202025
68918.1,0.285585
68924.1,0.488043
68926.8,0.553753
68929.3,0.578872
68929.6,0.579049
68932.3,0.555274
68935.2,0.4828
68942.4,0.239929
68944.7,0.17658
68946.8,0.131698
68948.6,0.101705
68950.4,0.0783041
68952.3,0.0607742
68954.0,0.0490979
68955.8,0.0395083
68957.7,0.0324923
68960.0,0.0261953
68962.4,0.0217132
68965.0,0.0180669
68968.3,0.0147132
68972.2,0.0119616
68976.2,0.00996206
68980.9,0.00821827
68986.8,0.00669792
68993.3,0.00549786
69001.2,0.00448041
69009.6,0.00372959
69019.4,0.00311577
69029.9,0.00265423
69042.7,0.0022615
69058.0,0.00194297
69078.1,0.00167301
69100.4,0.0014844
69122.8,0.00136493
69167.5,0.00123841
69212.7,0.00119205
69242.9,0.00118622
69333.4,0.00124543
69423.8,0.00139541
69499.2,0.00160347
69559.5,0.00185698
69612.2,0.00219497
69649.9,0.00255832
69680.1,0.00298276
69706.5,0.00352797
69725.3,0.00408599
69742.9,0.00482235
69758.0,0.00573095
69770.8,0.00683544
69783.1,0.00837941
69791.9,0.00995421
69800.4,0.0120965
69808.3,0.0149541
69814.8,0.0182695
69820.0,0.0220782
69825.0,0.0271359
69829.4,0.0333608
69833.2,0.0407879
69836.9,0.0508062
69839.9,0.0622466
69843.0,0.0785647
69846.0,0.10004
69849.2,0.130252
69852.6,0.174197
69857.6,0.255187
69863.0,0.341974
69866.1,0.375637
69869.0,0.386549
69871.7,0.376927
69875.6,0.333473
69885.2,0.176996
69888.6,0.133193
69891.6,0.103398
69894.5,0.0823518
69897.5,0.065418
69900.8,0.0525512
69904.4,0.0423619
69908.5,0.0340212
69912.8,0.0280613
69918.1,0.0227906
69924.2,0.0186362
69931.0,0.0154138
69939.0,0.0128476
69947.0,0.0110906
69958.4,0.00943554
69972.1,0.00820503
69988.9,0.00735495
70001.1,0.00701845
70025.4,0.00678376
70055.9,0.00702746
70086.3,0.00771373
70116.7,0.00882472
70147.2,0.0104294
70181.4,0.0129957
70215.1,0.0165491
70250.1,0.0215652
70314.0,0.0324735
70341.3,0.0350753
70350.5,0.0352798
70376.1,0.0339023
70405.9,0.0295765
70461.8,0.019932
70496.8,0.0152785
70530.7,0.0119789
70561.2,0.00981591
70599.2,0.00786601
70637.3,0.00649246
70682.9,0.00534395
70736.2,0.00444649
70789.5,0.0038514
70850.4,0.0034077
70926.5,0.00308167
71028.5,0.00290138
71071.7,0.00288545
71163.2,0.00295699
71266.2,0.00318771
71369.1,0.00358895
71472.1,0.00420273
71575.0,0.00511432
71660.8,0.00620904
71746.6,0.00776727
71815.2,0.00951403
71883.9,0.0119254
71943.9,0.0148277
72000.5,0.0185119
72056.6,0.0233992
72117.8,0.0304952
72263.6,0.0516376
72309.4,0.0552482
72332.2,0.0556573
72376.8,0.0537567
72527.5,0.0377535
72628.9,0.0301182
72687.0,0.0231
72736.8,0.0171974
72775.8,0.0138302
72819.4,0.0111873
72865.2,0.00924511
72918.5,0.00763065
72979.5,0.00630791
73055.7,0.00512764
73147.2,0.00413212
73253.9,0.00332242
73375.8,0.00268068
73503.9,0.00220844
73650.2,0.00183066
73820.9,0.00152714
74016.1,0.00130202
74211.2,0.00117069
74381.9,0.0011289
74528.3,0.00117504
74589.2,0.0012348
74665.5,0.00138175
74711.2,0.0015528
74741.7,0.00174557
74764.5,0.00198715
74780.5,0.00226592
74792.9,0.00262341
74801.2,0.00300968
74808.5,0.00354467
74813.7,0.0041522
74816.8,0.00469478
74819.9,0.00549967
74822.0,0.00630208
74824.2,0.00756634
74825.8,0.0089717
74827.5,0.0109872
74828.9,0.013335
74830.2,0.0165172
74831.6,0.0206926
74833.0,0.0266121
74834.4,0.0344196
74835.9,0.044486
74837.5,0.0595061
74839.4,0.0813254
74841.8,0.115215
74847.9,0.213427
74850.4,0.240847
74852.9,0.25168
74853.0,0.251706
74855.5,0.241556
74857.8,0.216802
74861.9,0.153757
74865.4,0.0977862
74867.5,0.0706004
74869.3,0.0519913
74870.9,0.0395546
74872.4,0.0303775
74873.8,0.0234965
74875.3,0.0183985
74876.8,0.0146869
74878.3,0.012018
74879.9,0.00996071
74881.4,0.00864701
74883.1,0.00753668
74885.4,0.00655919
74888.4,0.00579827
74891.9,0.00523829
74897.7,0.00471891
74905.2,0.00441997
74912.7,0.00433357
74926.8,0.00449387
74940.8,0.00494859
74954.9,0.00568104
74968.9,0.00676329
74982.0,0.0082345
74993.5,0.0100783
75003.3,0.0123013
75012.7,0.0152775
75020.4,0.0187022
75027.9,0.0233139
75034.6,0.0290539
75040.3,0.0358408
75046.1,0.0453845
75051.1,0.0563149
75056.1,0.0712608
75061.4,0.0919756
75067.7,0.12392
75076.8,0.174208
75082.4,0.195086
75086.1,0.199426
75091.4,0.190738
75097.0,0.166154
75108.6,0.102099
75114.5,0.0768699
75119.8,0.0598653
75125.0,0.0473103
75130.4,0.0378917
75136.0,0.0306675
75142.1,0.0249117
75149.6,0.0198062
75157.1,0.0161423
75165.3,0.013216
75175.4,0.0106318
75186.6,0.00859303
75197.8,0.00712532
75212.6,0.00575372
75227.3,0.00478414
75244.2,0.00398631
75261.0,0.00340675
75284.9,0.00282401
75314.4,0.00234192
75347.6,0.00198522
75387.4,0.00170647
75440.8,0.00147609
75478.3,0.0013735
75553.2,0.0012545
75646.8,0.00120786
75721.7,0.00123604
75796.6,0.00133945
75848.3,0.00149469
75880.3,0.00165478
75910.1,0.00190389
75930.8,0.00218097
75948.4,0.00254114
75963.1,0.00299702
75974.8,0.00353957
75985.1,0.0042356
75993.9,0.00510762
76000.9,0.00611954
76007.5,0.00746378
76013.1,0.00912957
76018.1,0.0112353
76022.1,0.0137188
76025.8,0.0169882
76028.5,0.0202811
76031.3,0.0252194
76033.7,0.0314207
76035.8,0.0386002
76037.9,0.0486959
76039.8,0.0611911
76041.8,0.0776544
76043.9,0.101093
76046.2,0.134235
76049.3,0.190091
76056.0,0.328601
76058.9,0.370302
76061.8,0.385261
76064.6,0.370935
76067.6,0.328049
76075.6,0.164034
76078.4,0.118547
76080.6,0.089287
76082.7,0.0691901
76084.7,0.0546
76086.5,0.0442217
76088.6,0.0356108
76090.6,0.0292762
76092.8,0.0243382
76095.7,0.0195944
76098.6,0.016275
76102.5,0.0132133
76106.7,0.0109075
76111.7,0.00903289
76117.8,0.00743208
76125.2,0.00615759
76132.8,0.0052824
76143.1,0.0045206
76154.8,0.00400264
76166.6,0.00372019
76183.0,0.00359334
76200.2,0.00373942
76213.1,0.0040573
76225.1,0.00458251
76234.9,0.00524945
76244.6,0.00627151
76251.7,0.00738847
76258.1,0.00884612
76263.5,0.0105762
76268.5,0.0128174
76272.6,0.0155048
76276.0,0.0186633
76279.3,0.0229597
76281.9,0.0278376
76284.2,0.0340616
